frame_id,ID,object_present,object_type,age,social
15610,258309,0,screen,5.81,adult present
15610,258309,0,toy,5.81,adult present
15660,258309,0,book,5.81,alone
15660,258309,0,food,5.81,alone
15660,258309,0,kitchenware,5.81,alone
15660,258309,0,other_object,5.81,alone
15660,258309,0,screen,5.81,alone
15660,258309,0,toy,5.81,alone
15900,258309,0,book,5.81,alone
15900,258309,0,food,5.81,alone
15900,258309,0,kitchenware,5.81,alone
15900,258309,0,other_object,5.81,alone
15900,258309,0,screen,5.81,alone
15900,258309,0,toy,5.81,alone
16580,258309,0,book,5.81,alone
16580,258309,0,food,5.81,alone
16580,258309,0,kitchenware,5.81,alone
16580,258309,0,other_object,5.81,alone
16580,258309,0,screen,5.81,alone
16580,258309,0,toy,5.81,alone
16870,258309,1,book,5.81,alone
16870,258309,0,food,5.81,alone
16870,258309,0,kitchenware,5.81,alone
16870,258309,1,other_object,5.81,alone
16870,258309,0,screen,5.81,alone
16870,258309,0,toy,5.81,alone
18120,258309,0,book,5.81,alone
18120,258309,0,food,5.81,alone
18120,258309,0,kitchenware,5.81,alone
18120,258309,0,other_object,5.81,alone
18120,258309,0,screen,5.81,alone
18120,258309,0,toy,5.81,alone
18690,258309,0,book,5.81,adult present
18690,258309,0,food,5.81,adult present
18690,258309,0,kitchenware,5.81,adult present
18690,258309,0,other_object,5.81,adult present
18690,258309,0,screen,5.81,adult present
18690,258309,0,toy,5.81,adult present
18760,258309,0,book,5.81,alone
18760,258309,0,food,5.81,alone
18760,258309,0,kitchenware,5.81,alone
18760,258309,0,other_object,5.81,alone
18760,258309,0,screen,5.81,alone
18760,258309,0,toy,5.81,alone
19030,258309,0,book,5.81,alone
19030,258309,0,food,5.81,alone
19030,258309,0,kitchenware,5.81,alone
19030,258309,0,other_object,5.81,alone
19030,258309,0,screen,5.81,alone
19030,258309,0,toy,5.81,alone
19220,258309,0,book,5.81,adult present
19220,258309,0,food,5.81,adult present
19220,258309,0,kitchenware,5.81,adult present
19220,258309,0,other_object,5.81,adult present
19220,258309,0,screen,5.81,adult present
19220,258309,0,toy,5.81,adult present
20270,258309,0,book,5.81,alone
20270,258309,0,food,5.81,alone
20270,258309,0,kitchenware,5.81,alone
20270,258309,0,other_object,5.81,alone
20270,258309,0,screen,5.81,alone
20270,258309,0,toy,5.81,alone
20930,258309,0,book,5.81,adult present
20930,258309,0,food,5.81,adult present
20930,258309,0,kitchenware,5.81,adult present
20930,258309,0,other_object,5.81,adult present
20930,258309,0,screen,5.81,adult present
20930,258309,0,toy,5.81,adult present
22470,258309,0,book,5.81,alone
22470,258309,0,food,5.81,alone
22470,258309,0,kitchenware,5.81,alone
22470,258309,1,other_object,5.81,alone
22470,258309,0,screen,5.81,alone
22470,258309,1,toy,5.81,alone
22980,258309,0,book,5.81,alone
22980,258309,0,food,5.81,alone
22980,258309,0,kitchenware,5.81,alone
22980,258309,1,other_object,5.81,alone
22980,258309,0,screen,5.81,alone
22980,258309,0,toy,5.81,alone
23060,258309,0,book,5.81,alone
23060,258309,0,food,5.81,alone
23060,258309,0,kitchenware,5.81,alone
23060,258309,1,other_object,5.81,alone
23060,258309,0,screen,5.81,alone
23060,258309,0,toy,5.81,alone
23480,258309,0,book,5.81,alone
23480,258309,0,food,5.81,alone
23480,258309,0,kitchenware,5.81,alone
23480,258309,0,other_object,5.81,alone
23480,258309,0,screen,5.81,alone
23480,258309,0,toy,5.81,alone
24730,258309,0,book,5.81,alone
24730,258309,0,food,5.81,alone
24730,258309,0,kitchenware,5.81,alone
24730,258309,1,other_object,5.81,alone
24730,258309,0,screen,5.81,alone
24730,258309,0,toy,5.81,alone
24960,258309,0,book,5.81,adult present
24960,258309,0,food,5.81,adult present
24960,258309,0,kitchenware,5.81,adult present
24960,258309,0,other_object,5.81,adult present
24960,258309,0,screen,5.81,adult present
24960,258309,0,toy,5.81,adult present
25630,258309,1,book,5.81,alone
25630,258309,0,food,5.81,alone
25630,258309,0,kitchenware,5.81,alone
25630,258309,0,other_object,5.81,alone
25630,258309,0,screen,5.81,alone
25630,258309,0,toy,5.81,alone
25650,258309,1,book,5.81,alone
25650,258309,0,food,5.81,alone
25650,258309,0,kitchenware,5.81,alone
25650,258309,0,other_object,5.81,alone
25650,258309,0,screen,5.81,alone
25650,258309,0,toy,5.81,alone
25930,258309,0,book,5.81,adult present
25930,258309,0,food,5.81,adult present
25930,258309,0,kitchenware,5.81,adult present
25930,258309,0,other_object,5.81,adult present
25930,258309,0,screen,5.81,adult present
25930,258309,0,toy,5.81,adult present
25960,258309,0,book,5.81,adult present
25960,258309,0,food,5.81,adult present
25960,258309,0,kitchenware,5.81,adult present
25960,258309,1,other_object,5.81,adult present
25960,258309,0,screen,5.81,adult present
25960,258309,0,toy,5.81,adult present
26620,258309,0,book,5.81,alone
26620,258309,0,food,5.81,alone
26620,258309,0,kitchenware,5.81,alone
26620,258309,0,other_object,5.81,alone
26620,258309,0,screen,5.81,alone
26620,258309,0,toy,5.81,alone
27620,258309,0,book,5.81,alone
27620,258309,0,food,5.81,alone
27620,258309,0,kitchenware,5.81,alone
27620,258309,0,other_object,5.81,alone
27620,258309,0,screen,5.81,alone
27620,258309,0,toy,5.81,alone
27670,258309,0,book,5.81,alone
27670,258309,0,food,5.81,alone
27670,258309,0,kitchenware,5.81,alone
27670,258309,1,other_object,5.81,alone
27670,258309,0,screen,5.81,alone
27670,258309,1,toy,5.81,alone
28290,258309,0,book,5.81,alone
28290,258309,0,food,5.81,alone
28290,258309,0,kitchenware,5.81,alone
28290,258309,0,other_object,5.81,alone
28290,258309,0,screen,5.81,alone
28290,258309,1,toy,5.81,alone
29900,258309,0,book,5.81,alone
29900,258309,0,food,5.81,alone
29900,258309,0,kitchenware,5.81,alone
29900,258309,0,other_object,5.81,alone
29900,258309,0,screen,5.81,alone
29900,258309,0,toy,5.81,alone
29970,258309,1,book,5.81,alone
29970,258309,0,food,5.81,alone
29970,258309,0,kitchenware,5.81,alone
29970,258309,0,other_object,5.81,alone
29970,258309,0,screen,5.81,alone
29970,258309,0,toy,5.81,alone
30020,258309,0,book,5.81,alone
30020,258309,0,food,5.81,alone
30020,258309,0,kitchenware,5.81,alone
30020,258309,0,other_object,5.81,alone
30020,258309,0,screen,5.81,alone
30020,258309,0,toy,5.81,alone
30930,258309,0,book,5.81,alone
30930,258309,0,food,5.81,alone
30930,258309,0,kitchenware,5.81,alone
30930,258309,1,other_object,5.81,alone
30930,258309,0,screen,5.81,alone
30930,258309,0,toy,5.81,alone
31810,258309,0,book,5.81,adult present
31810,258309,0,food,5.81,adult present
31810,258309,0,kitchenware,5.81,adult present
31810,258309,0,other_object,5.81,adult present
31810,258309,0,screen,5.81,adult present
31810,258309,0,toy,5.81,adult present
32370,258309,0,book,5.81,adult present
32370,258309,0,food,5.81,adult present
32370,258309,0,kitchenware,5.81,adult present
32370,258309,1,other_object,5.81,adult present
32370,258309,0,screen,5.81,adult present
32370,258309,0,toy,5.81,adult present
33000,258309,0,book,5.81,alone
33000,258309,0,food,5.81,alone
33000,258309,0,kitchenware,5.81,alone
33000,258309,0,other_object,5.81,alone
33000,258309,0,screen,5.81,alone
33000,258309,1,toy,5.81,alone
34010,258309,0,book,5.81,alone
34010,258309,0,food,5.81,alone
34010,258309,0,kitchenware,5.81,alone
34010,258309,0,other_object,5.81,alone
34010,258309,0,screen,5.81,alone
34010,258309,0,toy,5.81,alone
35090,258309,0,book,5.81,alone
35090,258309,0,food,5.81,alone
35090,258309,0,kitchenware,5.81,alone
35090,258309,0,other_object,5.81,alone
35090,258309,0,screen,5.81,alone
35090,258309,0,toy,5.81,alone
35930,258309,0,book,5.81,alone
35930,258309,0,food,5.81,alone
35930,258309,0,kitchenware,5.81,alone
35930,258309,0,other_object,5.81,alone
35930,258309,0,screen,5.81,alone
35930,258309,1,toy,5.81,alone
36670,258309,0,book,5.81,adult present
36670,258309,0,food,5.81,adult present
36670,258309,0,kitchenware,5.81,adult present
36670,258309,0,other_object,5.81,adult present
36670,258309,0,screen,5.81,adult present
36670,258309,0,toy,5.81,adult present
36740,258309,0,book,5.81,adult present
36740,258309,0,food,5.81,adult present
36740,258309,0,kitchenware,5.81,adult present
36740,258309,0,other_object,5.81,adult present
36740,258309,0,screen,5.81,adult present
36740,258309,0,toy,5.81,adult present
36750,258309,0,book,5.81,alone
36750,258309,0,food,5.81,alone
36750,258309,0,kitchenware,5.81,alone
36750,258309,0,other_object,5.81,alone
36750,258309,0,screen,5.81,alone
36750,258309,0,toy,5.81,alone
37330,258309,0,book,5.81,child present
37330,258309,0,food,5.81,child present
37330,258309,0,kitchenware,5.81,child present
37330,258309,0,other_object,5.81,child present
37330,258309,0,screen,5.81,child present
37330,258309,0,toy,5.81,child present
37490,258309,0,book,5.81,child and adult present
37490,258309,0,food,5.81,child and adult present
37490,258309,0,kitchenware,5.81,child and adult present
37490,258309,0,other_object,5.81,child and adult present
37490,258309,0,screen,5.81,child and adult present
37490,258309,0,toy,5.81,child and adult present
37850,258309,0,book,5.81,alone
37850,258309,0,food,5.81,alone
37850,258309,0,kitchenware,5.81,alone
37850,258309,0,other_object,5.81,alone
37850,258309,0,screen,5.81,alone
37850,258309,0,toy,5.81,alone
37890,258309,0,book,5.81,adult present
37890,258309,0,food,5.81,adult present
37890,258309,0,kitchenware,5.81,adult present
37890,258309,0,other_object,5.81,adult present
37890,258309,0,screen,5.81,adult present
37890,258309,0,toy,5.81,adult present
38120,258309,0,book,5.81,adult present
38120,258309,0,food,5.81,adult present
38120,258309,0,kitchenware,5.81,adult present
38120,258309,0,other_object,5.81,adult present
38120,258309,0,screen,5.81,adult present
38120,258309,0,toy,5.81,adult present
38150,258309,0,book,5.81,child and adult present
38150,258309,0,food,5.81,child and adult present
38150,258309,0,kitchenware,5.81,child and adult present
38150,258309,0,other_object,5.81,child and adult present
38150,258309,0,screen,5.81,child and adult present
38150,258309,0,toy,5.81,child and adult present
40230,258309,0,book,5.81,alone
40230,258309,0,food,5.81,alone
40230,258309,0,kitchenware,5.81,alone
40230,258309,0,other_object,5.81,alone
40230,258309,0,screen,5.81,alone
40230,258309,0,toy,5.81,alone
40770,258309,0,book,5.81,alone
40770,258309,0,food,5.81,alone
40770,258309,0,kitchenware,5.81,alone
40770,258309,0,other_object,5.81,alone
40770,258309,0,screen,5.81,alone
40770,258309,1,toy,5.81,alone
40870,258309,0,book,5.81,alone
40870,258309,0,food,5.81,alone
40870,258309,0,kitchenware,5.81,alone
40870,258309,0,other_object,5.81,alone
40870,258309,0,screen,5.81,alone
40870,258309,1,toy,5.81,alone
42160,258309,0,book,5.81,alone
42160,258309,0,food,5.81,alone
42160,258309,0,kitchenware,5.81,alone
42160,258309,0,other_object,5.81,alone
42160,258309,0,screen,5.81,alone
42160,258309,0,toy,5.81,alone
42420,258309,0,book,5.81,alone
42420,258309,0,food,5.81,alone
42420,258309,0,kitchenware,5.81,alone
42420,258309,0,other_object,5.81,alone
42420,258309,0,screen,5.81,alone
42420,258309,0,toy,5.81,alone
42490,258309,0,book,5.81,alone
42490,258309,0,food,5.81,alone
42490,258309,0,kitchenware,5.81,alone
42490,258309,0,other_object,5.81,alone
42490,258309,0,screen,5.81,alone
42490,258309,0,toy,5.81,alone
42790,258309,0,book,5.81,child present
42790,258309,0,food,5.81,child present
42790,258309,0,kitchenware,5.81,child present
42790,258309,0,other_object,5.81,child present
42790,258309,0,screen,5.81,child present
42790,258309,0,toy,5.81,child present
43070,258309,0,book,5.81,child present
43070,258309,0,food,5.81,child present
43070,258309,0,kitchenware,5.81,child present
43070,258309,0,other_object,5.81,child present
43070,258309,0,screen,5.81,child present
43070,258309,0,toy,5.81,child present
44590,258309,0,book,5.81,adult present
44590,258309,0,food,5.81,adult present
44590,258309,0,kitchenware,5.81,adult present
44590,258309,0,other_object,5.81,adult present
44590,258309,0,screen,5.81,adult present
44590,258309,1,toy,5.81,adult present
44870,258309,0,book,5.81,adult present
44870,258309,0,food,5.81,adult present
44870,258309,0,kitchenware,5.81,adult present
44870,258309,0,other_object,5.81,adult present
44870,258309,0,screen,5.81,adult present
44870,258309,0,toy,5.81,adult present
45090,258309,0,book,5.81,adult present
45090,258309,0,food,5.81,adult present
45090,258309,0,kitchenware,5.81,adult present
45090,258309,0,other_object,5.81,adult present
45090,258309,0,screen,5.81,adult present
45090,258309,0,toy,5.81,adult present
46460,258309,0,book,5.81,adult present
46460,258309,0,food,5.81,adult present
46460,258309,0,kitchenware,5.81,adult present
46460,258309,0,other_object,5.81,adult present
46460,258309,0,screen,5.81,adult present
46460,258309,0,toy,5.81,adult present
47270,258309,0,book,5.81,adult present
47270,258309,0,food,5.81,adult present
47270,258309,0,kitchenware,5.81,adult present
47270,258309,0,other_object,5.81,adult present
47270,258309,0,screen,5.81,adult present
47270,258309,0,toy,5.81,adult present
49940,258309,0,book,5.81,child and adult present
49940,258309,0,food,5.81,child and adult present
49940,258309,0,kitchenware,5.81,child and adult present
49940,258309,0,other_object,5.81,child and adult present
49940,258309,0,screen,5.81,child and adult present
49940,258309,0,toy,5.81,child and adult present
50850,258309,0,book,5.81,adult present
50850,258309,0,food,5.81,adult present
50850,258309,0,kitchenware,5.81,adult present
50850,258309,0,other_object,5.81,adult present
50850,258309,0,screen,5.81,adult present
50850,258309,0,toy,5.81,adult present
50970,258309,0,book,5.81,adult present
50970,258309,0,food,5.81,adult present
50970,258309,0,kitchenware,5.81,adult present
50970,258309,0,other_object,5.81,adult present
50970,258309,0,screen,5.81,adult present
50970,258309,0,toy,5.81,adult present
51440,258309,0,book,5.81,adult present
51440,258309,0,food,5.81,adult present
51440,258309,0,kitchenware,5.81,adult present
51440,258309,0,other_object,5.81,adult present
51440,258309,0,screen,5.81,adult present
51440,258309,0,toy,5.81,adult present
52210,258309,0,book,5.81,adult present
52210,258309,0,food,5.81,adult present
52210,258309,0,kitchenware,5.81,adult present
52210,258309,0,other_object,5.81,adult present
52210,258309,0,screen,5.81,adult present
52210,258309,0,toy,5.81,adult present
52630,258309,0,book,5.81,alone
52630,258309,0,food,5.81,alone
52630,258309,0,kitchenware,5.81,alone
52630,258309,0,other_object,5.81,alone
52630,258309,0,screen,5.81,alone
52630,258309,1,toy,5.81,alone
53140,258309,0,book,5.81,alone
53140,258309,0,food,5.81,alone
53140,258309,0,kitchenware,5.81,alone
53140,258309,0,other_object,5.81,alone
53140,258309,0,screen,5.81,alone
53140,258309,1,toy,5.81,alone
53800,258309,0,book,5.81,alone
53800,258309,0,food,5.81,alone
53800,258309,0,kitchenware,5.81,alone
53800,258309,0,other_object,5.81,alone
53800,258309,0,screen,5.81,alone
53800,258309,0,toy,5.81,alone
53840,258309,0,book,5.81,alone
53840,258309,0,food,5.81,alone
53840,258309,0,kitchenware,5.81,alone
53840,258309,0,other_object,5.81,alone
53840,258309,0,screen,5.81,alone
53840,258309,0,toy,5.81,alone
53910,258309,0,book,5.81,alone
53910,258309,0,food,5.81,alone
53910,258309,0,kitchenware,5.81,alone
53910,258309,0,other_object,5.81,alone
53910,258309,0,screen,5.81,alone
53910,258309,0,toy,5.81,alone
600,263284,0,book,3.8,alone
600,263284,0,food,3.8,alone
600,263284,0,kitchenware,3.8,alone
600,263284,0,other_object,3.8,alone
600,263284,0,screen,3.8,alone
600,263284,0,toy,3.8,alone
630,263284,0,book,3.8,alone
630,263284,0,food,3.8,alone
630,263284,0,kitchenware,3.8,alone
630,263284,1,other_object,3.8,alone
630,263284,0,screen,3.8,alone
630,263284,0,toy,3.8,alone
1430,263284,0,book,3.8,alone
1430,263284,0,food,3.8,alone
1430,263284,0,kitchenware,3.8,alone
1430,263284,1,other_object,3.8,alone
1430,263284,0,screen,3.8,alone
1430,263284,0,toy,3.8,alone
2600,263284,0,book,3.8,child present
2600,263284,0,food,3.8,child present
2600,263284,0,kitchenware,3.8,child present
2600,263284,0,other_object,3.8,child present
2600,263284,0,screen,3.8,child present
2600,263284,0,toy,3.8,child present
2780,263284,0,book,3.8,alone
2780,263284,0,food,3.8,alone
2780,263284,0,kitchenware,3.8,alone
2780,263284,0,other_object,3.8,alone
2780,263284,0,screen,3.8,alone
2780,263284,0,toy,3.8,alone
3200,263284,0,book,3.8,adult present
3200,263284,0,food,3.8,adult present
3200,263284,0,kitchenware,3.8,adult present
3200,263284,0,other_object,3.8,adult present
3200,263284,0,screen,3.8,adult present
3200,263284,0,toy,3.8,adult present
3720,263284,0,book,3.8,alone
3720,263284,0,food,3.8,alone
3720,263284,1,kitchenware,3.8,alone
3720,263284,0,other_object,3.8,alone
3720,263284,0,screen,3.8,alone
3720,263284,0,toy,3.8,alone
3820,263284,0,book,3.8,alone
3820,263284,0,food,3.8,alone
3820,263284,0,kitchenware,3.8,alone
3820,263284,1,other_object,3.8,alone
3820,263284,0,screen,3.8,alone
3820,263284,0,toy,3.8,alone
4520,263284,0,book,3.8,alone
4520,263284,0,food,3.8,alone
4520,263284,1,kitchenware,3.8,alone
4520,263284,0,other_object,3.8,alone
4520,263284,0,screen,3.8,alone
4520,263284,0,toy,3.8,alone
4650,263284,0,book,3.8,adult present
4650,263284,0,food,3.8,adult present
4650,263284,1,kitchenware,3.8,adult present
4650,263284,0,other_object,3.8,adult present
4650,263284,0,screen,3.8,adult present
4650,263284,0,toy,3.8,adult present
4930,263284,0,book,3.8,adult present
4930,263284,0,food,3.8,adult present
4930,263284,0,kitchenware,3.8,adult present
4930,263284,0,other_object,3.8,adult present
4930,263284,0,screen,3.8,adult present
4930,263284,0,toy,3.8,adult present
5050,263284,0,book,3.8,adult present
5050,263284,0,food,3.8,adult present
5050,263284,0,kitchenware,3.8,adult present
5050,263284,1,other_object,3.8,adult present
5050,263284,0,screen,3.8,adult present
5050,263284,0,toy,3.8,adult present
5850,263284,0,book,3.8,adult present
5850,263284,0,food,3.8,adult present
5850,263284,0,kitchenware,3.8,adult present
5850,263284,0,other_object,3.8,adult present
5850,263284,0,screen,3.8,adult present
5850,263284,0,toy,3.8,adult present
6150,263284,0,book,3.8,child and adult present
6150,263284,0,food,3.8,child and adult present
6150,263284,0,kitchenware,3.8,child and adult present
6150,263284,0,other_object,3.8,child and adult present
6150,263284,0,screen,3.8,child and adult present
6150,263284,0,toy,3.8,child and adult present
6460,263284,0,book,3.8,adult present
6460,263284,0,food,3.8,adult present
6460,263284,0,kitchenware,3.8,adult present
6460,263284,0,other_object,3.8,adult present
6460,263284,0,screen,3.8,adult present
6460,263284,0,toy,3.8,adult present
6820,263284,0,book,3.8,adult present
6820,263284,0,food,3.8,adult present
6820,263284,0,kitchenware,3.8,adult present
6820,263284,1,other_object,3.8,adult present
6820,263284,0,screen,3.8,adult present
6820,263284,0,toy,3.8,adult present
7670,263284,0,book,3.8,adult present
7670,263284,0,food,3.8,adult present
7670,263284,0,kitchenware,3.8,adult present
7670,263284,0,other_object,3.8,adult present
7670,263284,0,screen,3.8,adult present
7670,263284,0,toy,3.8,adult present
8270,263284,0,book,3.8,adult present
8270,263284,0,food,3.8,adult present
8270,263284,0,kitchenware,3.8,adult present
8270,263284,1,other_object,3.8,adult present
8270,263284,0,screen,3.8,adult present
8270,263284,0,toy,3.8,adult present
9040,263284,0,book,3.8,child and adult present
9040,263284,0,food,3.8,child and adult present
9040,263284,0,kitchenware,3.8,child and adult present
9040,263284,0,other_object,3.8,child and adult present
9040,263284,0,screen,3.8,child and adult present
9040,263284,1,toy,3.8,child and adult present
9640,263284,0,book,3.8,alone
9640,263284,0,food,3.8,alone
9640,263284,0,kitchenware,3.8,alone
9640,263284,0,other_object,3.8,alone
9640,263284,0,screen,3.8,alone
9640,263284,0,toy,3.8,alone
