video_id,frame_number,child_id,kchi_present,age,play_context
341,17970,262521,0,5.27,social
341,18880,262521,0,5.27,social
341,19740,262521,0,5.27,social
341,20840,262521,0,5.27,alone
341,21510,262521,0,5.27,social
341,22810,262521,0,5.27,social
341,23180,262521,0,5.27,social
341,23710,262521,0,5.27,alone
341,23750,262521,0,5.27,alone
341,24740,262521,0,5.27,social
341,25080,262521,0,5.27,social
341,25310,262521,0,5.27,social
341,25620,262521,0,5.27,social
341,27200,262521,0,5.27,social
341,27240,262521,0,5.27,social
341,27510,262521,0,5.27,social
341,27960,262521,0,5.27,social
341,28380,262521,0,5.27,social
341,28540,262521,0,5.27,social
341,28710,262521,0,5.27,alone
341,29310,262521,0,5.27,social
341,30430,262521,0,5.27,social
341,31100,262521,0,5.27,social
341,32250,262521,0,5.27,social
341,32290,262521,0,5.27,social
341,32400,262521,0,5.27,social
341,33810,262521,0,5.27,alone
341,34850,262521,0,5.27,alone
341,36430,262521,0,5.27,social
341,37210,262521,0,5.27,social
341,38270,262521,0,5.27,social
341,38620,262521,0,5.27,social
341,38830,262521,0,5.27,social
341,38900,262521,0,5.27,social
341,39030,262521,0,5.27,social
341,40320,262521,0,5.27,social
341,41670,262521,0,5.27,social
341,41880,262521,0,5.27,alone
341,42570,262521,0,5.27,social
341,42690,262521,0,5.27,alone
341,42880,262521,0,5.27,alone
341,43360,262521,0,5.27,alone
341,43720,262521,0,5.27,alone
341,44220,262521,0,5.27,social
341,44610,262521,0,5.27,social
341,45120,262521,0,5.27,alone
341,45630,262521,0,5.27,social
341,46360,262521,0,5.27,alone
341,47800,262521,0,5.27,alone
341,49930,262521,0,5.27,alone
341,50470,262521,0,5.27,social
341,50580,262521,0,5.27,alone
341,52100,262521,0,5.27,social
380,470,263207,0,5.16,alone
380,1220,263207,0,5.16,alone
380,5590,263207,0,5.16,alone
380,9360,263207,0,5.16,social
380,15520,263207,0,5.16,social
380,16400,263207,0,5.16,social
380,16480,263207,0,5.16,social
380,18980,263207,0,5.16,social
380,23470,263207,0,5.16,alone
380,23730,263207,0,5.16,alone
380,25190,263207,0,5.16,social
405,2130,263986,0,4.64,social
405,3040,263986,0,4.64,social
405,3080,263986,0,4.64,social
405,3200,263986,0,4.64,social
405,4180,263986,0,4.64,social
405,4270,263986,1,4.64,alone
405,4460,263986,0,4.64,social
405,5500,263986,0,4.64,social
405,5590,263986,0,4.64,social
405,5910,263986,0,4.64,social
405,6150,263986,0,4.64,alone
405,8050,263986,0,4.64,social
405,8160,263986,0,4.64,social
405,9720,263986,0,4.64,social
405,9750,263986,0,4.64,alone
405,10580,263986,0,4.64,social
405,11730,263986,0,4.64,social
405,12540,263986,0,4.64,social
405,13180,263986,0,4.64,social
405,13550,263986,0,4.64,social
405,15790,263986,0,4.64,social
405,16870,263986,0,4.64,social
405,16960,263986,0,4.64,social
405,17170,263986,0,4.64,social
405,17430,263986,0,4.64,social
405,17450,263986,0,4.64,social
405,19430,263986,0,4.64,alone
405,20190,263986,0,4.64,social
405,20990,263986,0,4.64,social
405,21060,263986,0,4.64,social
405,21130,263986,0,4.64,social
405,23700,263986,0,4.64,social
405,23960,263986,0,4.64,social
405,24110,263986,0,4.64,social
405,25530,263986,0,4.64,social
405,25660,263986,0,4.64,social
405,26030,263986,0,4.64,social
405,26840,263986,0,4.64,social
405,27000,263986,0,4.64,social
405,27100,263986,0,4.64,social
405,27400,263986,0,4.64,social
405,28070,263986,0,4.64,social
405,30010,263986,0,4.64,social
405,30300,263986,0,4.64,alone
405,31060,263986,0,4.64,social
405,31510,263986,0,4.64,alone
405,33330,263986,0,4.64,social
405,36060,263986,0,4.64,social
405,36450,263986,0,4.64,social
405,36550,263986,1,4.64,alone
405,36960,263986,0,4.64,social
405,37520,263986,0,4.64,social
405,37660,263986,1,4.64,alone
405,40220,263986,1,4.64,social
405,40720,263986,0,4.64,social
405,40920,263986,0,4.64,social
405,41130,263986,0,4.64,social
405,41460,263986,0,4.64,social
405,41490,263986,0,4.64,social
405,42600,263986,0,4.64,social
405,43320,263986,0,4.64,social
405,43630,263986,0,4.64,social
405,43700,263986,0,4.64,social
405,43910,263986,1,4.64,social
405,44080,263986,0,4.64,social
405,44710,263986,0,4.64,social
405,46040,263986,0,4.64,social
405,47780,263986,0,4.64,social
405,47880,263986,0,4.64,social
405,48000,263986,0,4.64,social
405,48670,263986,0,4.64,social
405,49110,263986,0,4.64,social
427,680,264351,0,4.12,social
427,850,264351,0,4.12,alone
427,2550,264351,0,4.12,social
427,4590,264351,0,4.12,social
427,4670,264351,0,4.12,alone
427,4700,264351,0,4.12,alone
427,5100,264351,0,4.12,alone
427,5600,264351,0,4.12,alone
427,6010,264351,0,4.12,alone
427,6380,264351,0,4.12,alone
427,8030,264351,0,4.12,alone
427,8090,264351,0,4.12,alone
427,8820,264351,0,4.12,social
427,9240,264351,0,4.12,alone
427,9490,264351,0,4.12,alone
427,9500,264351,0,4.12,alone
427,9850,264351,0,4.12,social
427,10470,264351,0,4.12,alone
427,11690,264351,0,4.12,alone
427,12100,264351,0,4.12,alone
427,12790,264351,0,4.12,social
427,12820,264351,0,4.12,social
427,13190,264351,0,4.12,alone
427,14480,264351,0,4.12,alone
427,15560,264351,0,4.12,alone
427,15670,264351,0,4.12,alone
427,16720,264351,0,4.12,social
427,17650,264351,0,4.12,social
427,21130,264351,0,4.12,social
427,21350,264351,0,4.12,social
427,21890,264351,0,4.12,social
448,1240,264683,0,4.6,social
448,2020,264683,0,4.6,alone
448,2630,264683,0,4.6,alone
448,3610,264683,0,4.6,alone
448,4690,264683,0,4.6,alone
448,5470,264683,0,4.6,alone
448,6370,264683,0,4.6,alone
448,6510,264683,0,4.6,alone
448,7150,264683,0,4.6,social
448,8030,264683,0,4.6,alone
448,9180,264683,0,4.6,alone
448,9770,264683,0,4.6,alone
448,11250,264683,0,4.6,social
448,11280,264683,0,4.6,alone
448,12370,264683,0,4.6,alone
448,12900,264683,0,4.6,alone
448,13570,264683,0,4.6,social
448,14930,264683,0,4.6,alone
448,15200,264683,0,4.6,alone
448,15350,264683,0,4.6,social
448,15420,264683,0,4.6,social
448,15880,264683,0,4.6,social
448,16580,264683,0,4.6,social
448,16760,264683,0,4.6,alone
448,17250,264683,0,4.6,alone
448,21620,264683,0,4.6,social
448,21990,264683,0,4.6,social
448,22450,264683,0,4.6,alone
448,23060,264683,0,4.6,alone
448,25740,264683,0,4.6,alone
448,27070,264683,0,4.6,alone
448,27350,264683,0,4.6,alone
448,28230,264683,0,4.6,alone
448,29390,264683,0,4.6,social
448,30510,264683,0,4.6,alone
448,30930,264683,0,4.6,alone
448,31080,264683,0,4.6,alone
448,32280,264683,0,4.6,social
448,32300,264683,0,4.6,alone
448,32900,264683,0,4.6,social
448,33200,264683,0,4.6,social
448,34000,264683,0,4.6,alone
448,34710,264683,0,4.6,alone
448,36780,264683,0,4.6,social
453,1750,264774,0,4.5,alone
453,3000,264774,0,4.5,alone
453,3190,264774,0,4.5,social
453,3350,264774,0,4.5,social
453,3370,264774,0,4.5,social
453,3810,264774,0,4.5,alone
453,4400,264774,0,4.5,alone
453,5400,264774,0,4.5,social
453,5640,264774,0,4.5,alone
453,6330,264774,0,4.5,social
453,8180,264774,0,4.5,social
453,8880,264774,0,4.5,alone
453,9670,264774,0,4.5,social
453,10150,264774,0,4.5,social
453,11760,264774,0,4.5,alone
453,15780,264774,0,4.5,alone
453,16300,264774,0,4.5,social
453,16380,264774,0,4.5,alone
453,18160,264774,0,4.5,social
453,19020,264774,0,4.5,social
453,20310,264774,0,4.5,social
453,20760,264774,0,4.5,social
453,23050,264774,0,4.5,social
453,23220,264774,0,4.5,alone
453,26030,264774,0,4.5,alone
453,28090,264774,0,4.5,alone
453,28360,264774,0,4.5,alone
453,29170,264774,0,4.5,social
453,29790,264774,0,4.5,social
453,30120,264774,0,4.5,social
453,30510,264774,0,4.5,social
453,30750,264774,0,4.5,social
453,31060,264774,0,4.5,alone
453,31160,264774,0,4.5,alone
453,31660,264774,0,4.5,alone
453,32310,264774,0,4.5,alone
453,32540,264774,0,4.5,social
453,32950,264774,0,4.5,social
453,33980,264774,0,4.5,alone
453,34600,264774,0,4.5,social
453,35010,264774,0,4.5,social
453,35420,264774,0,4.5,alone
453,35540,264774,0,4.5,alone
453,35800,264774,0,4.5,alone
453,36080,264774,0,4.5,alone
453,36760,264774,0,4.5,alone
453,38160,264774,0,4.5,social
453,38500,264774,0,4.5,alone
453,39060,264774,0,4.5,alone
453,39400,264774,0,4.5,alone
453,39440,264774,0,4.5,alone
453,39690,264774,0,4.5,social
453,40350,264774,0,4.5,alone
453,40750,264774,0,4.5,alone
453,40830,264774,0,4.5,alone
453,43160,264774,0,4.5,social
453,44330,264774,0,4.5,social
453,45780,264774,0,4.5,social
453,46510,264774,0,4.5,alone
453,46890,264774,0,4.5,alone
453,46910,264774,0,4.5,alone
453,47550,264774,0,4.5,social
453,48510,264774,0,4.5,social
453,48810,264774,0,4.5,social
453,48960,264774,0,4.5,social
453,49290,264774,0,4.5,social
453,49430,264774,0,4.5,social
453,49450,264774,0,4.5,social
453,50370,264774,0,4.5,social
453,51490,264774,0,4.5,alone
453,51870,264774,0,4.5,social
453,52240,264774,0,4.5,alone
453,53050,264774,0,4.5,alone
453,53300,264774,0,4.5,alone
453,53540,264774,0,4.5,alone
470,1730,265779,0,4.44,social
470,2670,265779,0,4.44,social
470,3290,265779,0,4.44,social
470,3380,265779,0,4.44,social
470,3690,265779,0,4.44,social
470,5510,265779,0,4.44,social
470,5580,265779,0,4.44,social
470,6230,265779,0,4.44,social
470,8270,265779,0,4.44,social
470,9730,265779,0,4.44,social
470,10060,265779,0,4.44,social
470,10130,265779,0,4.44,social
470,10950,265779,0,4.44,social
470,10970,265779,0,4.44,social
470,11200,265779,0,4.44,social
470,12660,265779,0,4.44,social
470,13090,265779,0,4.44,social
470,13240,265779,0,4.44,social
470,13300,265779,0,4.44,social
470,13600,265779,0,4.44,social
470,13890,265779,0,4.44,social
470,14270,265779,0,4.44,social
470,14790,265779,0,4.44,social
470,14920,265779,0,4.44,social
470,15110,265779,0,4.44,social
470,15400,265779,0,4.44,social
470,16170,265779,0,4.44,social
470,16480,265779,0,4.44,social
470,16710,265779,0,4.44,social
470,17220,265779,0,4.44,social
470,18180,265779,0,4.44,social
470,19540,265779,0,4.44,social
470,19610,265779,0,4.44,social
470,20330,265779,0,4.44,social
470,20740,265779,0,4.44,social
470,21650,265779,0,4.44,social
470,25560,265779,0,4.44,social
470,25840,265779,0,4.44,social
470,26050,265779,0,4.44,social
470,26820,265779,0,4.44,social
470,26960,265779,0,4.44,social
470,28320,265779,0,4.44,social
470,29170,265779,0,4.44,social
470,29330,265779,0,4.44,social
470,31470,265779,0,4.44,social
470,34660,265779,0,4.44,social
470,35540,265779,0,4.44,social
470,38190,265779,0,4.44,social
470,40740,265779,0,4.44,social
470,41070,265779,0,4.44,social
470,41180,265779,0,4.44,social
470,46070,265779,0,4.44,social
470,48030,265779,0,4.44,social
470,48410,265779,0,4.44,social
470,50130,265779,0,4.44,social
470,50690,265779,0,4.44,social
470,51420,265779,0,4.44,social
470,51570,265779,0,4.44,social
470,51930,265779,0,4.44,social
470,52110,265779,0,4.44,social
476,1640,266050,0,3.62,alone
476,2150,266050,0,3.62,alone
476,4040,266050,0,3.62,alone
476,4170,266050,0,3.62,alone
476,4760,266050,0,3.62,social
476,5120,266050,0,3.62,alone
476,5420,266050,0,3.62,alone
476,6260,266050,0,3.62,social
476,6270,266050,0,3.62,social
476,6320,266050,0,3.62,social
476,7130,266050,0,3.62,alone
476,7810,266050,0,3.62,social
476,7860,266050,0,3.62,social
476,9500,266050,0,3.62,alone
476,10900,266050,0,3.62,alone
476,11180,266050,0,3.62,alone
476,11410,266050,0,3.62,alone
476,12540,266050,0,3.62,alone
476,12760,266050,0,3.62,social
476,14180,266050,0,3.62,social
476,15460,266050,0,3.62,alone
476,15830,266050,0,3.62,alone
476,16450,266050,0,3.62,social
476,16640,266050,0,3.62,social
476,16950,266050,0,3.62,alone
476,17310,266050,0,3.62,alone
476,17410,266050,0,3.62,alone
476,18330,266050,0,3.62,social
476,18660,266050,0,3.62,social
476,19130,266050,0,3.62,social
476,19340,266050,0,3.62,social
476,19560,266050,0,3.62,social
476,19980,266050,0,3.62,alone
476,20410,266050,0,3.62,social
476,20470,266050,0,3.62,social
476,22350,266050,0,3.62,alone
476,22520,266050,0,3.62,alone
476,23000,266050,0,3.62,social
476,23600,266050,0,3.62,social
476,23810,266050,0,3.62,social
476,24520,266050,0,3.62,social
476,24980,266050,0,3.62,alone
476,25220,266050,0,3.62,alone
476,25590,266050,0,3.62,alone
476,26130,266050,0,3.62,social
476,27670,266050,0,3.62,social
476,29490,266050,0,3.62,social
476,29810,266050,0,3.62,alone
476,29890,266050,0,3.62,social
476,31940,266050,0,3.62,alone
476,32240,266050,0,3.62,social
476,32510,266050,0,3.62,alone
476,35800,266050,0,3.62,alone
476,35890,266050,0,3.62,alone
476,37890,266050,0,3.62,alone
476,38770,266050,0,3.62,social
476,38920,266050,0,3.62,alone
476,39780,266050,0,3.62,alone
476,40430,266050,0,3.62,social
476,40810,266050,0,3.62,alone
476,42120,266050,0,3.62,alone
476,42150,266050,0,3.62,alone
476,43650,266050,0,3.62,social
476,44250,266050,0,3.62,social
476,44610,266050,0,3.62,social
476,44620,266050,0,3.62,social
476,46860,266050,0,3.62,social
476,48330,266050,0,3.62,social
476,48640,266050,0,3.62,social
476,49880,266050,0,3.62,social
476,50660,266050,0,3.62,alone
476,50960,266050,0,3.62,social
476,51450,266050,0,3.62,alone
476,51480,266050,0,3.62,alone
476,51730,266050,0,3.62,social
476,52220,266050,0,3.62,social
476,52400,266050,0,3.62,alone
476,53330,266050,0,3.62,alone
476,53770,266050,0,3.62,social
476,53830,266050,0,3.62,social
477,390,266050,0,3.62,social
477,1100,266050,0,3.62,social
477,1500,266050,0,3.62,social
477,1730,266050,0,3.62,social
477,3540,266050,0,3.62,social
477,4480,266050,0,3.62,social
477,4780,266050,0,3.62,social
477,6440,266050,0,3.62,social
477,8490,266050,0,3.62,social
477,8600,266050,0,3.62,alone
477,10510,266050,0,3.62,alone
477,12750,266050,0,3.62,alone
477,12940,266050,0,3.62,social
477,13580,266050,0,3.62,social
477,14040,266050,0,3.62,alone
477,14380,266050,0,3.62,alone
477,15100,266050,0,3.62,alone
477,16820,266050,0,3.62,alone
477,17870,266050,0,3.62,social
477,18060,266050,0,3.62,social
477,18610,266050,0,3.62,social
477,18620,266050,0,3.62,social
477,20400,266050,0,3.62,alone
477,20930,266050,0,3.62,social
477,21140,266050,0,3.62,social
477,21520,266050,0,3.62,social
477,21670,266050,0,3.62,alone
477,23920,266050,0,3.62,alone
477,24320,266050,0,3.62,alone
477,24760,266050,0,3.62,alone
477,24850,266050,0,3.62,alone
477,24980,266050,0,3.62,alone
477,25640,266050,0,3.62,alone
477,25760,266050,0,3.62,alone
477,25950,266050,0,3.62,social
477,26620,266050,0,3.62,alone
477,26720,266050,0,3.62,alone
477,28110,266050,0,3.62,alone
477,29630,266050,0,3.62,alone
477,30340,266050,0,3.62,alone
477,31350,266050,0,3.62,alone
477,33430,266050,0,3.62,alone
477,34000,266050,0,3.62,alone
477,34290,266050,0,3.62,alone
477,35640,266050,0,3.62,social
477,37070,266050,0,3.62,alone
477,37280,266050,0,3.62,social
477,38010,266050,0,3.62,social
477,40010,266050,0,3.62,alone
477,40100,266050,0,3.62,social
477,40680,266050,0,3.62,alone
477,40890,266050,0,3.62,alone
477,41280,266050,0,3.62,social
477,41700,266050,0,3.62,social
477,41910,266050,0,3.62,social
477,42090,266050,0,3.62,alone
477,42430,266050,0,3.62,alone
477,43760,266050,0,3.62,social
477,44060,266050,0,3.62,alone
477,44970,266050,0,3.62,alone
477,45620,266050,0,3.62,alone
477,46060,266050,0,3.62,alone
477,46620,266050,0,3.62,alone
477,46680,266050,0,3.62,alone
477,47560,266050,0,3.62,alone
477,48200,266050,0,3.62,alone
477,48240,266050,0,3.62,alone
477,48830,266050,0,3.62,alone
477,51700,266050,0,3.62,alone
477,53790,266050,0,3.62,alone
480,930,266050,0,3.63,social
480,1810,266050,0,3.63,social
480,2180,266050,0,3.63,social
480,2340,266050,0,3.63,social
480,2600,266050,0,3.63,social
480,2950,266050,0,3.63,social
480,3180,266050,0,3.63,social
480,4470,266050,0,3.63,alone
480,5290,266050,0,3.63,alone
480,6500,266050,0,3.63,social
480,7750,266050,0,3.63,alone
480,7760,266050,0,3.63,alone
480,7830,266050,0,3.63,alone
480,10830,266050,0,3.63,alone
480,11880,266050,0,3.63,alone
480,13760,266050,0,3.63,alone
480,14770,266050,0,3.63,alone
480,15690,266050,0,3.63,alone
480,18100,266050,0,3.63,alone
480,18850,266050,0,3.63,alone
480,18940,266050,0,3.63,alone
480,20500,266050,0,3.63,alone
480,21030,266050,0,3.63,alone
480,21320,266050,0,3.63,alone
480,25320,266050,0,3.63,alone
480,25730,266050,0,3.63,social
480,31220,266050,0,3.63,social
480,33320,266050,0,3.63,social
480,33600,266050,0,3.63,social
480,34150,266050,0,3.63,alone
480,36280,266050,0,3.63,alone
480,36500,266050,0,3.63,alone
480,36830,266050,0,3.63,social
480,36990,266050,0,3.63,social
480,39590,266050,0,3.63,social
480,39670,266050,0,3.63,social
480,41030,266050,0,3.63,social
480,42320,266050,0,3.63,alone
480,42540,266050,0,3.63,alone
480,42960,266050,0,3.63,social
480,43150,266050,0,3.63,social
480,45880,266050,0,3.63,social
480,46130,266050,0,3.63,social
480,46630,266050,0,3.63,social
480,46920,266050,0,3.63,alone
480,49110,266050,0,3.63,alone
480,49520,266050,0,3.63,alone
480,51850,266050,0,3.63,alone
480,51910,266050,0,3.63,alone
480,52350,266050,0,3.63,alone
480,53780,266050,0,3.63,social
480,53890,266050,0,3.63,social
487,300,266050,0,3.64,social
487,2330,266050,0,3.64,alone
487,2370,266050,0,3.64,alone
487,2630,266050,0,3.64,social
487,2690,266050,0,3.64,social
487,3130,266050,0,3.64,social
487,5950,266050,0,3.64,alone
487,6230,266050,0,3.64,alone
487,7540,266050,0,3.64,social
487,8790,266050,0,3.64,social
487,9550,266050,0,3.64,alone
487,9840,266050,0,3.64,social
487,12450,266050,0,3.64,alone
487,12660,266050,0,3.64,alone
487,13570,266050,0,3.64,alone
487,13950,266050,0,3.64,alone
487,15010,266050,0,3.64,alone
487,18420,266050,0,3.64,social
487,19610,266050,0,3.64,social
487,20290,266050,0,3.64,social
487,20330,266050,0,3.64,alone
487,20360,266050,0,3.64,alone
487,20490,266050,0,3.64,alone
487,20510,266050,0,3.64,alone
487,20720,266050,0,3.64,alone
487,21220,266050,0,3.64,alone
487,22810,266050,0,3.64,social
487,23400,266050,0,3.64,social
487,24840,266050,0,3.64,social
487,25330,266050,0,3.64,alone
487,25410,266050,0,3.64,alone
487,28410,266050,0,3.64,social
487,29780,266050,0,3.64,social
487,29790,266050,0,3.64,social
487,30160,266050,0,3.64,social
487,30250,266050,0,3.64,social
487,30410,266050,0,3.64,social
487,30730,266050,0,3.64,social
487,32080,266050,0,3.64,social
487,33020,266050,0,3.64,alone
487,33590,266050,0,3.64,social
487,33650,266050,0,3.64,alone
487,33880,266050,0,3.64,alone
487,34080,266050,0,3.64,social
487,34180,266050,0,3.64,alone
487,34200,266050,0,3.64,alone
487,35120,266050,0,3.64,social
487,35220,266050,0,3.64,social
487,35240,266050,0,3.64,social
491,290,266063,0,3.5,social
491,360,266063,0,3.5,social
491,590,266063,0,3.5,social
491,860,266063,0,3.5,social
491,1200,266063,0,3.5,social
491,1290,266063,0,3.5,social
491,1570,266063,0,3.5,social
491,1650,266063,0,3.5,social
491,2340,266063,0,3.5,social
491,3490,266063,0,3.5,alone
491,4090,266063,0,3.5,social
491,4680,266063,0,3.5,social
491,4800,266063,0,3.5,social
491,4920,266063,0,3.5,social
491,4960,266063,0,3.5,social
491,5230,266063,0,3.5,social
491,6220,266063,0,3.5,social
491,6560,266063,0,3.5,social
491,6760,266063,0,3.5,social
491,7370,266063,0,3.5,social
491,7560,266063,0,3.5,social
491,7780,266063,0,3.5,social
491,8070,266063,0,3.5,social
491,8740,266063,0,3.5,social
491,9260,266063,0,3.5,social
491,10010,266063,0,3.5,social
491,10130,266063,0,3.5,social
491,10670,266063,0,3.5,social
491,10850,266063,0,3.5,social
491,11410,266063,0,3.5,social
491,11750,266063,0,3.5,social
491,12640,266063,0,3.5,social
491,14070,266063,0,3.5,social
491,14510,266063,0,3.5,social
491,14560,266063,0,3.5,social
491,14650,266063,0,3.5,alone
491,14970,266063,0,3.5,alone
491,15750,266063,0,3.5,alone
491,16830,266063,0,3.5,alone
491,16900,266063,0,3.5,social
491,18200,266063,0,3.5,social
491,21620,266063,0,3.5,alone
491,21800,266063,0,3.5,alone
491,23090,266063,0,3.5,social
491,23220,266063,0,3.5,social
491,23660,266063,0,3.5,alone
491,23680,266063,0,3.5,social
491,24110,266063,0,3.5,social
491,24380,266063,0,3.5,social
491,26590,266063,0,3.5,social
491,26770,266063,0,3.5,social
491,27430,266063,0,3.5,social
491,28000,266063,0,3.5,social
491,29300,266063,0,3.5,social
491,30230,266063,0,3.5,social
491,30490,266063,0,3.5,social
491,30760,266063,0,3.5,social
491,31640,266063,0,3.5,social
491,31690,266063,0,3.5,social
491,31930,266063,0,3.5,social
491,32690,266063,0,3.5,social
491,32740,266063,0,3.5,social
491,32790,266063,0,3.5,social
491,33370,266063,0,3.5,social
491,34190,266063,0,3.5,social
491,34240,266063,0,3.5,social
491,34450,266063,0,3.5,social
491,34910,266063,0,3.5,social
491,35130,266063,0,3.5,social
