video_id,frame_number,child_id,kchi_present,age,face_present,person_age_class_1,person_age_class_2,gaze_direction_1,gaze_direction_2
278,9740,260539,1,3.88,0,child,,,
278,10940,260539,0,3.88,0,child,,,
278,11350,260539,0,3.88,0,child,,,
278,12080,260539,0,3.88,0,child,,,
278,12380,260539,0,3.88,0,child,,,
278,12590,260539,0,3.88,0,child,,,
278,14720,260539,0,3.88,0,child,,,
278,16430,260539,0,3.88,0,child,,,
278,18160,260539,1,3.88,0,child,,,
278,18330,260539,1,3.88,0,child,,,
278,19400,260539,1,3.88,0,,,,
278,19780,260539,0,3.88,0,child,,,
282,730,260694,0,4.13,0,child,,,
282,2120,260694,0,4.13,0,,,,
282,3410,260694,0,4.13,0,adult,,,
282,3810,260694,0,4.13,0,child,,,
282,5030,260694,0,4.13,1,child,adult,0.0,1.0
282,5050,260694,0,4.13,0,child,,,
282,5600,260694,0,4.13,0,,,,
282,6740,260694,0,4.13,1,child,,0.0,
282,7120,260694,0,4.13,1,child,,0.0,
282,8020,260694,0,4.13,1,adult,,1.0,
282,8370,260694,0,4.13,0,,,,
282,11080,260694,0,4.13,1,adult,,1.0,
282,13990,260694,0,4.13,1,child,,1.0,
282,15250,260694,0,4.13,0,adult,,,
282,16420,260694,0,4.13,0,adult,,,
282,16800,260694,0,4.13,1,adult,,1.0,
282,17090,260694,0,4.13,0,adult,,,
282,17550,260694,0,4.13,0,adult,,,
282,19160,260694,0,4.13,0,adult,,,
282,19560,260694,0,4.13,1,child,adult,1.0,
282,20440,260694,0,4.13,1,child,,1.0,
282,28530,260694,0,4.13,0,child,adult,,
282,28750,260694,0,4.13,0,adult,,,
282,35890,260694,0,4.13,0,adult,,,
286,2050,260772,0,4.83,0,adult,,,
286,4330,260772,0,4.83,0,,,,
286,4500,260772,0,4.83,0,child,,,
286,6530,260772,0,4.83,0,adult,,,
286,7990,260772,0,4.83,0,,,,
286,9170,260772,0,4.83,0,,,,
286,9620,260772,0,4.83,0,adult,,,
286,10990,260772,0,4.83,0,adult,,,
286,12950,260772,0,4.83,0,,,,
286,13880,260772,0,4.83,0,,,,
286,15120,260772,0,4.83,0,adult,,,
286,15410,260772,0,4.83,0,adult,,,
286,15630,260772,0,4.83,0,adult,,,
286,16590,260772,0,4.83,0,,,,
286,17450,260772,0,4.83,0,,,,
286,20390,260772,0,4.83,0,,,,
286,23990,260772,0,4.83,0,,,,
286,26990,260772,0,4.83,0,,,,
286,28790,260772,0,4.83,0,,,,
286,30980,260772,0,4.83,0,,,,
286,31990,260772,0,4.83,0,,,,
286,36430,260772,0,4.83,0,child,,,
286,40420,260772,0,4.83,0,,,,
286,40570,260772,0,4.83,0,,,,
286,40700,260772,0,4.83,0,,,,
286,43890,260772,0,4.83,0,adult,,,
316,160,262208,0,3.2,1,adult,,1.0,
316,5520,262208,0,3.2,0,,,,
316,6360,262208,0,3.2,0,adult,,,
316,10260,262208,0,3.2,0,,,,
316,11580,262208,1,3.2,1,child,,0.0,
316,14200,262208,1,3.2,0,adult,,,
316,16570,262208,1,3.2,0,,,,
316,17730,262208,1,3.2,0,adult,,,
316,18810,262208,0,3.2,1,child,,1.0,
316,20890,262208,0,3.2,0,child,,,
316,21280,262208,1,3.2,1,child,,1.0,
316,21940,262208,0,3.2,1,adult,,1.0,
316,22040,262208,0,3.2,1,child,,1.0,
316,23690,262208,0,3.2,0,,,,
316,24680,262208,0,3.2,0,adult,,,
316,25420,262208,0,3.2,1,adult,,1.0,
316,25500,262208,0,3.2,0,adult,,,
316,25730,262208,0,3.2,0,,,,
316,27930,262208,0,3.2,0,child,,,
316,29190,262208,1,3.2,1,adult,,1.0,
322,4810,262246,0,3.97,1,adult,,0.0,
322,5180,262246,0,3.97,1,adult,,1.0,
322,5490,262246,0,3.97,0,,,,
322,6840,262246,0,3.97,0,child,,,
322,7510,262246,0,3.97,0,child,,,
322,7560,262246,0,3.97,0,child,adult,,
322,8450,262246,0,3.97,1,child,,1.0,
322,8770,262246,0,3.97,1,child,,1.0,
322,9290,262246,0,3.97,0,child,,,
322,10820,262246,1,3.97,0,adult,,,
322,11390,262246,0,3.97,0,child,,,
322,12280,262246,0,3.97,0,adult,,,
322,17240,262246,0,3.97,0,child,,,
322,20960,262246,1,3.97,1,adult,,1.0,
322,21510,262246,0,3.97,0,adult,,,
322,21880,262246,0,3.97,1,adult,,1.0,
322,22270,262246,1,3.97,0,adult,,,
322,22370,262246,1,3.97,0,child,adult,,
322,23590,262246,0,3.97,0,adult,,,
322,23650,262246,0,3.97,1,child,,1.0,
322,23690,262246,0,3.97,0,adult,,,
322,24330,262246,0,3.97,1,adult,,1.0,
322,29820,262246,0,3.97,1,adult,,1.0,
322,30060,262246,0,3.97,0,adult,,,
322,30670,262246,0,3.97,1,child,,1.0,
322,31860,262246,0,3.97,0,adult,,,
322,35400,262246,0,3.97,0,adult,,,
322,36470,262246,0,3.97,0,child,,,
322,36530,262246,0,3.97,0,child,,,
322,36840,262246,1,3.97,1,adult,,1.0,
322,36980,262246,0,3.97,1,adult,,1.0,
322,38910,262246,0,3.97,1,adult,,1.0,
322,40570,262246,0,3.97,1,adult,,1.0,
322,40640,262246,0,3.97,1,adult,,1.0,
325,1980,262246,0,4.03,1,child,,1.0,
325,3440,262246,0,4.03,0,child,,,
325,4140,262246,0,4.03,1,child,,1.0,
325,7190,262246,0,4.03,0,child,,,
325,7300,262246,0,4.03,0,,,,
325,10760,262246,0,4.03,0,,,,
325,11540,262246,0,4.03,0,,,,
325,11560,262246,0,4.03,0,,,,
325,13600,262246,0,4.03,0,child,,,
325,14490,262246,0,4.03,0,,,,
325,16180,262246,0,4.03,0,,,,
325,22100,262246,0,4.03,0,,,,
325,25600,262246,0,4.03,0,,,,
325,25750,262246,1,4.03,0,,,,
325,44580,262246,0,4.03,0,,,,
325,48650,262246,1,4.03,0,,,,
327,9840,262333,0,5.49,0,adult,,,
327,9970,262333,0,5.49,0,adult,,,
327,19610,262333,0,5.49,0,adult,,,
327,23090,262333,0,5.49,0,adult,,,
327,23330,262333,0,5.49,0,adult,,,
327,31340,262333,0,5.49,0,adult,,,
341,40,262521,0,5.27,1,adult,,0.0,
341,980,262521,0,5.27,0,adult,,,
341,3270,262521,0,5.27,1,child,adult,0.0,
341,3390,262521,0,5.27,1,child,adult,0.0,
341,6070,262521,0,5.27,0,adult,,,
341,6320,262521,0,5.27,1,adult,,0.0,
341,6580,262521,0,5.27,0,adult,,,
341,8250,262521,0,5.27,0,adult,,,
341,15030,262521,0,5.27,0,adult,,,
341,15200,262521,0,5.27,0,adult,,,
341,16640,262521,0,5.27,0,adult,,,
341,17970,262521,0,5.27,0,adult,,,
341,18880,262521,0,5.27,0,adult,,,
341,19740,262521,0,5.27,0,adult,,,
341,21510,262521,0,5.27,0,adult,,,
341,22810,262521,0,5.27,1,adult,,1.0,
341,23180,262521,0,5.27,0,adult,,,
341,24740,262521,0,5.27,1,adult,,0.0,1.0
341,25080,262521,0,5.27,1,adult,,1.0,
341,25310,262521,0,5.27,1,adult,,1.0,
341,25620,262521,0,5.27,1,adult,,1.0,
341,27200,262521,0,5.27,0,adult,,,
341,27240,262521,0,5.27,0,adult,,,
341,27510,262521,0,5.27,0,adult,,,
341,27960,262521,0,5.27,0,adult,,,
341,28380,262521,0,5.27,0,adult,,,
341,28540,262521,0,5.27,0,adult,,,
341,29310,262521,0,5.27,0,adult,,,
341,30430,262521,0,5.27,1,adult,,1.0,
341,31100,262521,0,5.27,0,adult,,,
341,32250,262521,0,5.27,0,adult,,,
341,32290,262521,0,5.27,0,adult,,,
341,32400,262521,0,5.27,0,adult,,,
341,36430,262521,0,5.27,0,adult,,,
341,37210,262521,0,5.27,0,adult,,,
341,38270,262521,0,5.27,1,adult,,0.0,
341,38620,262521,0,5.27,0,adult,,,
341,38830,262521,0,5.27,0,adult,,,
341,38900,262521,0,5.27,0,adult,,,
341,39030,262521,0,5.27,1,adult,,0.0,
341,40320,262521,0,5.27,0,adult,,,
341,41670,262521,0,5.27,0,child,,,
341,42570,262521,0,5.27,0,adult,,,
341,44220,262521,0,5.27,0,adult,,,
341,44610,262521,0,5.27,0,adult,,,
341,45630,262521,0,5.27,0,adult,,,
341,50470,262521,0,5.27,0,adult,,,
341,52100,262521,0,5.27,0,adult,,,
380,9360,263207,0,5.16,0,adult,,,
380,15520,263207,0,5.16,0,child,,,
380,16400,263207,0,5.16,0,adult,,,
380,16480,263207,0,5.16,0,adult,,,
380,18980,263207,0,5.16,1,child,,0.0,
380,25190,263207,0,5.16,1,child,,0.0,
405,2130,263986,0,4.64,0,,,,
405,3040,263986,0,4.64,0,,,,
405,3080,263986,0,4.64,0,,,,
405,3200,263986,0,4.64,0,,,,
405,4180,263986,0,4.64,0,,,,
405,4460,263986,0,4.64,0,,,,
405,5500,263986,0,4.64,0,,,,
405,5590,263986,0,4.64,0,,,,
405,5910,263986,0,4.64,0,,,,
405,8050,263986,0,4.64,1,adult,,0.0,
405,8160,263986,0,4.64,1,adult,,1.0,
405,9720,263986,0,4.64,0,,,,
405,10580,263986,0,4.64,0,,,,
405,11730,263986,0,4.64,0,,,,
405,12540,263986,0,4.64,0,,,,
405,13180,263986,0,4.64,0,,,,
405,13550,263986,0,4.64,0,,,,
405,15790,263986,0,4.64,0,adult,,,
405,16870,263986,0,4.64,0,adult,,,
405,16960,263986,0,4.64,0,adult,,,
405,17170,263986,0,4.64,0,,,,
405,17430,263986,0,4.64,0,,,,
405,17450,263986,0,4.64,0,,,,
405,20190,263986,0,4.64,0,,,,
405,20990,263986,0,4.64,0,,,,
405,21060,263986,0,4.64,0,,,,
405,21130,263986,0,4.64,0,,,,
405,23700,263986,0,4.64,0,adult,,,
405,23960,263986,0,4.64,0,adult,,,
405,24110,263986,0,4.64,0,,,,
405,25530,263986,0,4.64,0,,,,
405,25660,263986,0,4.64,1,child,,1.0,
405,26030,263986,0,4.64,0,adult,,,
405,26840,263986,0,4.64,1,child,,1.0,
405,27000,263986,0,4.64,1,child,,1.0,
405,27100,263986,0,4.64,1,child,adult,1.0,
405,27400,263986,0,4.64,0,child,adult,,
405,28070,263986,0,4.64,0,,,,
405,30010,263986,0,4.64,0,,,,
405,31060,263986,0,4.64,0,,,,
405,33330,263986,0,4.64,0,,,,
405,36060,263986,0,4.64,0,,,,
405,36450,263986,0,4.64,0,,,,
405,36960,263986,0,4.64,0,,,,
405,37520,263986,0,4.64,0,,,,
405,40220,263986,1,4.64,1,adult,,1.0,
405,40720,263986,0,4.64,1,,,1.0,
405,40920,263986,0,4.64,1,adult,,1.0,
405,41130,263986,0,4.64,0,,,,
405,41460,263986,0,4.64,1,adult,,1.0,
405,41490,263986,0,4.64,1,child,,1.0,
405,42600,263986,0,4.64,0,,,,
405,43320,263986,0,4.64,0,,,,
405,43630,263986,0,4.64,0,,,,
405,43700,263986,0,4.64,0,,,,
405,43910,263986,1,4.64,0,,,,
405,44080,263986,0,4.64,0,adult,,,
405,44710,263986,0,4.64,0,,,,
405,46040,263986,0,4.64,0,adult,,,
405,47780,263986,0,4.64,0,adult,,,
405,47880,263986,0,4.64,0,adult,,,
405,48000,263986,0,4.64,1,child,adult,1.0,
405,48670,263986,0,4.64,1,adult,,1.0,
405,49110,263986,0,4.64,1,adult,,1.0,
427,680,264351,0,4.12,0,adult,,,
427,2550,264351,0,4.12,0,adult,,,
427,4590,264351,0,4.12,0,adult,,,
427,8820,264351,0,4.12,0,adult,,,
427,9850,264351,0,4.12,1,child,,1.0,
427,12790,264351,0,4.12,0,adult,,,
427,12820,264351,0,4.12,0,adult,,,
427,16720,264351,0,4.12,0,adult,,,
427,17650,264351,0,4.12,1,adult,,0.0,
427,21130,264351,0,4.12,1,adult,,0.0,
427,21350,264351,0,4.12,0,adult,,,
427,21890,264351,0,4.12,0,adult,,,
448,1240,264683,0,4.6,0,adult,,,
448,7150,264683,0,4.6,0,adult,,,
448,11250,264683,0,4.6,0,adult,,,
448,13570,264683,0,4.6,0,adult,,,
448,15350,264683,0,4.6,0,adult,,,
448,15420,264683,0,4.6,0,child,adult,,
448,15880,264683,0,4.6,0,adult,,,
448,16580,264683,0,4.6,0,child,,,
448,21620,264683,0,4.6,0,child,adult,,
448,21990,264683,0,4.6,0,adult,,,
448,29390,264683,0,4.6,0,child,,,
448,32280,264683,0,4.6,0,adult,,,
448,32900,264683,0,4.6,0,adult,,,
448,33200,264683,0,4.6,0,adult,,,
448,36780,264683,0,4.6,1,adult,,0.0,
453,3190,264774,0,4.5,0,adult,,,
453,3350,264774,0,4.5,0,adult,,,
453,3370,264774,0,4.5,0,adult,,,
453,5400,264774,0,4.5,1,adult,,0.0,
453,6330,264774,0,4.5,1,adult,,1.0,
453,8180,264774,0,4.5,0,adult,,,
453,9670,264774,0,4.5,0,adult,,,
453,10150,264774,0,4.5,0,adult,,,
453,16300,264774,0,4.5,0,child,,,
453,18160,264774,0,4.5,0,child,,,
453,19020,264774,0,4.5,1,adult,,1.0,
453,20310,264774,0,4.5,0,adult,,,
453,20760,264774,0,4.5,0,adult,,,
453,23050,264774,0,4.5,0,adult,,,
453,29170,264774,0,4.5,1,adult,,1.0,
453,29790,264774,0,4.5,1,adult,,1.0,
453,30120,264774,0,4.5,0,adult,,,
453,30510,264774,0,4.5,0,adult,,,
453,30750,264774,0,4.5,0,adult,,,
453,32540,264774,0,4.5,0,adult,,,
453,32950,264774,0,4.5,0,adult,,,
453,34600,264774,0,4.5,1,adult,,1.0,
453,35010,264774,0,4.5,0,child,,,
453,38160,264774,0,4.5,0,child,,,
453,39690,264774,0,4.5,0,adult,,,
453,43160,264774,0,4.5,0,adult,,,
453,44330,264774,0,4.5,0,adult,,,
453,45780,264774,0,4.5,0,adult,,,
453,47550,264774,0,4.5,1,adult,,1.0,
453,48510,264774,0,4.5,1,adult,,0.0,
453,48810,264774,0,4.5,1,adult,,1.0,
453,48960,264774,0,4.5,1,adult,,1.0,
453,49290,264774,0,4.5,1,adult,,1.0,
453,49430,264774,0,4.5,1,adult,,1.0,
453,49450,264774,0,4.5,1,adult,,1.0,
453,50370,264774,0,4.5,0,adult,,,
453,51870,264774,0,4.5,0,adult,,,
470,1730,265779,0,4.44,0,child,,,
470,2670,265779,0,4.44,0,child,,,
470,3290,265779,0,4.44,0,child,,,
470,3380,265779,0,4.44,0,child,,,
470,3690,265779,0,4.44,0,child,,,
470,5510,265779,0,4.44,0,child,,,
470,5580,265779,0,4.44,0,child,,,
470,6230,265779,0,4.44,0,child,,,
470,8270,265779,0,4.44,0,child,,,
470,9730,265779,0,4.44,0,child,,,
470,10060,265779,0,4.44,0,child,,,
470,10130,265779,0,4.44,0,child,,,
470,10950,265779,0,4.44,0,child,,,
470,10970,265779,0,4.44,0,child,,,
470,11200,265779,0,4.44,0,child,,,
470,12660,265779,0,4.44,0,child,,,
470,13090,265779,0,4.44,0,child,,,
470,13240,265779,0,4.44,0,child,,,
470,13300,265779,0,4.44,0,child,,,
470,13600,265779,0,4.44,0,child,,,
470,13890,265779,0,4.44,0,child,,,
470,14270,265779,0,4.44,0,child,,,
470,14790,265779,0,4.44,0,child,,,
470,14920,265779,0,4.44,0,child,,,
470,15110,265779,0,4.44,0,child,,,
470,15400,265779,0,4.44,0,child,,,
470,16170,265779,0,4.44,0,child,,,
470,16480,265779,0,4.44,0,child,,,
470,16710,265779,0,4.44,0,child,,,
470,17220,265779,0,4.44,0,child,,,
470,18180,265779,0,4.44,0,child,,,
470,19540,265779,0,4.44,0,child,,,
470,19610,265779,0,4.44,0,child,,,
470,20330,265779,0,4.44,0,child,,,
470,20740,265779,0,4.44,0,child,,,
470,21650,265779,0,4.44,0,child,,,
470,25560,265779,0,4.44,0,child,,,
470,25840,265779,0,4.44,0,child,,,
470,26050,265779,0,4.44,0,child,,,
470,26820,265779,0,4.44,0,child,,,
470,26960,265779,0,4.44,0,child,,,
470,28320,265779,0,4.44,0,child,,,
470,29170,265779,0,4.44,0,child,,,
470,29330,265779,0,4.44,0,child,,,
470,31470,265779,0,4.44,0,child,,,
470,34660,265779,0,4.44,0,child,,,
470,35540,265779,0,4.44,0,child,,,
470,38190,265779,0,4.44,0,child,,,
470,40740,265779,0,4.44,0,child,,,
470,41070,265779,0,4.44,0,child,,,
470,41180,265779,0,4.44,0,child,,,
470,46070,265779,0,4.44,0,child,,,
470,48030,265779,0,4.44,0,child,,,
470,48410,265779,0,4.44,0,child,,,
470,50130,265779,0,4.44,0,child,,,
470,50690,265779,0,4.44,0,child,,,
470,51420,265779,0,4.44,0,child,,,
470,51570,265779,0,4.44,0,child,,,
470,51930,265779,0,4.44,0,child,,,
470,52110,265779,0,4.44,0,child,,,
476,4760,266050,0,3.62,0,child,,,
476,6260,266050,0,3.62,0,child,,,
476,6270,266050,0,3.62,0,child,,,
476,6320,266050,0,3.62,0,child,,,
476,7810,266050,0,3.62,0,child,,,
476,7860,266050,0,3.62,0,child,,,
476,12760,266050,0,3.62,0,adult,,,
476,14180,266050,0,3.62,0,child,,,
476,16450,266050,0,3.62,0,adult,,,
476,16640,266050,0,3.62,0,child,,,
476,18330,266050,0,3.62,0,child,,,
476,18660,266050,0,3.62,1,child,,1.0,
476,19130,266050,0,3.62,1,child,,1.0,
476,19340,266050,0,3.62,0,adult,,,
476,19560,266050,0,3.62,0,adult,,,
476,20410,266050,0,3.62,0,adult,,,
476,20470,266050,0,3.62,0,child,,,
476,23000,266050,0,3.62,0,child,,,
476,23600,266050,0,3.62,1,child,,1.0,
476,23810,266050,0,3.62,1,adult,,1.0,
476,24520,266050,0,3.62,0,adult,,,
476,26130,266050,0,3.62,0,adult,,,
476,27670,266050,0,3.62,0,adult,,,
476,29490,266050,0,3.62,0,adult,,,
476,29890,266050,0,3.62,0,adult,,,
476,32240,266050,0,3.62,0,adult,,,
476,38770,266050,0,3.62,0,child,,,
476,40430,266050,0,3.62,1,adult,,1.0,
476,43650,266050,0,3.62,1,adult,,1.0,
476,44250,266050,0,3.62,1,child,,1.0,
476,44610,266050,0,3.62,1,child,,1.0,
476,44620,266050,0,3.62,1,child,,1.0,
476,46860,266050,0,3.62,1,child,,0.0,
476,48330,266050,0,3.62,1,child,,1.0,
476,48640,266050,0,3.62,1,adult,,1.0,
476,49880,266050,0,3.62,1,child,,1.0,
476,50960,266050,0,3.62,1,child,,1.0,
476,51730,266050,0,3.62,1,child,,0.0,
476,52220,266050,0,3.62,1,child,,1.0,
476,53770,266050,0,3.62,0,adult,,,
476,53830,266050,0,3.62,0,adult,,,
477,390,266050,0,3.62,0,adult,,,
477,1100,266050,0,3.62,0,child,,,
477,1500,266050,0,3.62,1,adult,,1.0,
477,1730,266050,0,3.62,0,adult,,,
477,3540,266050,0,3.62,1,adult,,1.0,
477,4480,266050,0,3.62,0,adult,,,
477,4780,266050,0,3.62,1,child,,0.0,
477,6440,266050,0,3.62,0,adult,,,
477,8490,266050,0,3.62,1,child,adult,1.0,
477,12940,266050,0,3.62,1,adult,,1.0,
477,13580,266050,0,3.62,1,child,,1.0,
477,17870,266050,0,3.62,0,child,,,
477,18060,266050,0,3.62,0,adult,,,
477,18610,266050,0,3.62,0,adult,,,
477,18620,266050,0,3.62,0,adult,,,
477,20930,266050,0,3.62,0,child,,,
477,21140,266050,0,3.62,0,adult,,,
477,21520,266050,0,3.62,0,adult,,,
477,25950,266050,0,3.62,0,child,,,
477,35640,266050,0,3.62,1,adult,,1.0,
477,37280,266050,0,3.62,0,child,adult,,
477,38010,266050,0,3.62,1,child,,1.0,
477,40100,266050,0,3.62,0,adult,,,
477,41280,266050,0,3.62,0,adult,,,
477,41700,266050,0,3.62,0,child,,,
477,41910,266050,0,3.62,0,adult,,,
477,43760,266050,0,3.62,0,child,,,
480,930,266050,0,3.63,0,child,,,
480,1810,266050,0,3.63,0,child,,,
480,2180,266050,0,3.63,1,child,adult,1.0,
480,2340,266050,0,3.63,0,adult,,,
480,2600,266050,0,3.63,0,child,,,
480,2950,266050,0,3.63,1,child,,1.0,
480,3180,266050,0,3.63,0,child,,,
480,6500,266050,0,3.63,0,adult,,,
480,25730,266050,0,3.63,0,child,,,
480,31220,266050,0,3.63,1,child,,1.0,
480,33320,266050,0,3.63,0,adult,,,
480,33600,266050,0,3.63,1,adult,,1.0,
480,36830,266050,0,3.63,0,child,,,
480,36990,266050,0,3.63,0,adult,,,
480,39590,266050,0,3.63,1,adult,,1.0,
480,39670,266050,0,3.63,0,child,,,
480,41030,266050,0,3.63,0,child,,,
480,42960,266050,0,3.63,0,adult,,,
480,43150,266050,0,3.63,0,child,,,
480,45880,266050,0,3.63,0,adult,,,
480,46130,266050,0,3.63,0,adult,,,
480,46630,266050,0,3.63,0,child,,,
480,53780,266050,0,3.63,0,adult,,,
480,53890,266050,0,3.63,0,child,,,
487,300,266050,0,3.64,0,adult,,,
487,2630,266050,0,3.64,0,adult,,,
487,2690,266050,0,3.64,0,adult,,,
487,3130,266050,0,3.64,1,child,adult,1.0,
487,7540,266050,0,3.64,1,adult,,0.0,
487,8790,266050,0,3.64,0,adult,,,
487,9840,266050,0,3.64,0,child,,,
487,18420,266050,0,3.64,1,child,adult,1.0,0.0
487,19610,266050,0,3.64,1,child,adult,1.0,
487,20290,266050,0,3.64,1,child,adult,1.0,
487,22810,266050,0,3.64,1,adult,,1.0,
487,23400,266050,0,3.64,0,adult,,,
487,24840,266050,0,3.64,0,child,,,
487,28410,266050,0,3.64,0,child,adult,,
487,29780,266050,0,3.64,0,child,adult,,
487,29790,266050,0,3.64,0,child,adult,,
487,30160,266050,0,3.64,1,child,,1.0,
487,30250,266050,0,3.64,1,adult,,1.0,
487,30410,266050,0,3.64,1,adult,,1.0,
487,30730,266050,0,3.64,0,adult,,,
487,32080,266050,0,3.64,1,child,adult,1.0,
487,33590,266050,0,3.64,1,adult,,1.0,
487,34080,266050,0,3.64,0,child,,,
487,35120,266050,0,3.64,1,adult,,0.0,
487,35220,266050,0,3.64,0,adult,,,
487,35240,266050,0,3.64,0,adult,,,
491,290,266063,0,3.5,1,adult,,0.0,
491,360,266063,0,3.5,0,adult,,,
491,590,266063,0,3.5,1,adult,,0.0,
491,860,266063,0,3.5,1,child,,1.0,
491,1200,266063,0,3.5,1,adult,,0.0,
491,1290,266063,0,3.5,1,adult,,1.0,
491,1570,266063,0,3.5,0,child,,,
491,1650,266063,0,3.5,1,adult,,1.0,
491,2340,266063,0,3.5,0,adult,,,
491,4090,266063,0,3.5,1,adult,,1.0,
491,4680,266063,0,3.5,0,adult,,,
491,4800,266063,0,3.5,0,adult,,,
491,4920,266063,0,3.5,0,adult,,,
491,4960,266063,0,3.5,0,child,adult,,
491,5230,266063,0,3.5,1,adult,,1.0,
491,6220,266063,0,3.5,0,child,,,
491,6560,266063,0,3.5,0,child,,,
491,6760,266063,0,3.5,0,adult,,,
491,7370,266063,0,3.5,0,child,,,
491,7560,266063,0,3.5,0,adult,,,
491,7780,266063,0,3.5,0,adult,,,
491,8070,266063,0,3.5,0,adult,,,
491,8740,266063,0,3.5,0,adult,,,
491,9260,266063,0,3.5,0,adult,,,
491,10010,266063,0,3.5,0,adult,,,
491,10130,266063,0,3.5,0,child,,,
491,10670,266063,0,3.5,0,child,adult,,
491,10850,266063,0,3.5,0,child,,,
491,11410,266063,0,3.5,0,child,,,
491,11750,266063,0,3.5,0,adult,,,
491,12640,266063,0,3.5,0,child,,,
491,14070,266063,0,3.5,0,adult,,,
491,14510,266063,0,3.5,0,adult,,,
491,14560,266063,0,3.5,0,child,,,
491,16900,266063,0,3.5,0,child,adult,,
491,18200,266063,0,3.5,0,child,,,
491,23090,266063,0,3.5,0,child,,,
491,23220,266063,0,3.5,0,adult,,,
491,23680,266063,0,3.5,0,child,,,
491,24110,266063,0,3.5,1,child,,1.0,
491,24380,266063,0,3.5,0,child,,,
491,26590,266063,0,3.5,1,adult,,1.0,
491,26770,266063,0,3.5,0,child,,,
491,27430,266063,0,3.5,0,adult,,,
491,28000,266063,0,3.5,0,child,,,
491,29300,266063,0,3.5,0,adult,,,
491,30230,266063,0,3.5,0,adult,,,
491,30490,266063,0,3.5,0,adult,,,
491,30760,266063,0,3.5,1,adult,,1.0,
491,31640,266063,0,3.5,1,adult,,1.0,
491,31690,266063,0,3.5,0,adult,,,
491,31930,266063,0,3.5,1,adult,,0.0,
491,32690,266063,0,3.5,1,adult,,1.0,
491,32740,266063,0,3.5,1,child,,0.0,
491,32790,266063,0,3.5,1,adult,,0.0,
491,33370,266063,0,3.5,0,adult,,,
491,34190,266063,0,3.5,0,adult,,,
491,34240,266063,0,3.5,0,adult,,,
491,34450,266063,0,3.5,0,adult,,,
491,34910,266063,0,3.5,0,adult,,,
491,35130,266063,0,3.5,0,adult,,,
